2024-11-09
TRAVEL,EXTRACURRICULAR,417.0,17:20:03.638233
TRAVEL,EXTRACURRICULAR,334.0,17:21:08.913457
PIZZA,FOOD,1125.0,17:21:37.073905
PANI PURI,FOOD,206.0,17:22:07.362877
BLINKIT,HOME,318.0,20:15:17.791134
MISSED EXPENSE,MISCELLANEOUS,20.0,20:15:48.265457
---------------------------------------------------------------
2024-11-10
LUNCH,FOOD,267.0,14:18:04.521083
CHAATS,FOOD,239.0,14:19:05.546408
